Date;Mkt.RF;SMB;HML;RMW;CMA;Mom;Afkast.RF
20100210;-0,17;0,29;0,29;-0,51;-0,03;0,19;0,223256
20100211;1,13;0,66;0,07;0,08;-0,16;0,89;-0,96805
20100212;-0,07;0,95;0,14;-0,18;0,28;0,5;0,274463
20100216;1,75;-0,13;1,02;0,01;0,09;0,89;1,800076
20100217;0,49;0,16;0,12;0,25;-0,06;0,01;-0,42379
20100218;0,62;0,11;0,01;0,29;-0,14;0,12;0,658475
20100219;0,28;0,08;0,48;-0,27;-0,02;-0,22;0,218658
20100222;-0,05;0,04;0,57;-0,66;-0,13;0,14;-0,10458
20100223;-1,24;0,13;-0,94;0,27;-0,01;-1,04;-1,21028
20100224;0,94;-0,26;0,53;-0,25;0,02;0,52;0,972045
20100225;-0,13;0,28;0,28;0,1;-0,03;0,48;-0,2081
20100226;0,13;-0,42;0,39;0,05;-0,06;0,42;0,140533
20100301;1,2;1,19;0,07;0,06;0,53;1,17;1,015853
20100302;0,32;0,64;0,18;-0,17;-0,07;0,13;0,233035
20100303;0,09;0,15;0,09;0,13;0,28;0,08;0,042922
20100304;0,37;0,14;0,23;-0,03;0,25;0,36;0,373618
20100305;1,43;0,5;0,61;-0,16;0,27;0,86;1,40075
20100308;0,02;0,11;0,26;-0,21;0,1;0,09;-0,01756
20100309;0,21;0,25;-0,1;0,01;0,03;0,39;0,171278
20100310;0,53;0,15;0,69;-0,46;0,31;0,38;0,452453
20100311;0,43;-0,07;-0,11;-0,23;0,11;-0,06;0,404152
20100312;-0,02;0;-0,28;0,5;-0,07;0,28;-0,02173
20100315;-0,02;-0,35;-0,48;0,18;-0,06;-0,68;0,045218
20100316;0,78;-0,08;0,59;-0,14;0,17;0,31;0,777916
20100317;0,57;0,06;0,35;-0,1;0,06;0,09;0,582168
20100318;-0,1;-0,27;-0,57;0,02;0,08;-0,53;-0,03258
20100319;-0,62;-0,65;-0,63;0,02;-0,5;-1,5;-0,50865
20100322;0,67;0,85;0,01;0,18;0,1;0,89;0,509527
20100323;0,8;0,39;0,36;-0,08;0,11;0,83;0,717098
20100324;-0,6;-0,52;0,82;-0,41;0,05;0,4;-0,54932
20100325;-0,26;-0,51;-0,28;-0,09;-0,04;-0,15;-0,17042
20100326;0,06;-0,06;0,31;0,01;0,11;0,34;0,073774
20100329;0,59;-0,01;0,19;0,29;0,1;0,16;0,568323
20100330;0,04;0,23;-0,45;0,36;-0,22;-0,12;0,0042618
20100331;-0,36;-0,44;0,15;-0,23;-0,08;-0,15;-0,32729
20100401;0,75;0,1;0,79;0,1;0,37;0,64;0,740387
20100405;0,95;1,12;0,92;-0,26;0,32;1,03;0,791802
20100406;0,19;0,33;0,46;-0,28;-0,13;0,24;0,16743
20100407;-0,48;0,22;0,24;-0,07;0,19;-0,44;-0,58867
20100408;0,31;-0,24;0,39;-0,15;0,22;0,25;0,336435
20100409;0,66;-0,13;0,17;0,34;0,2;0,09;0,667386
20100412;0,23;0,32;0,06;-0,02;0,23;-0,13;0,175662
20100413;0,07;0,11;-0,04;0,11;0,05;0,15;0,067534
20100414;1,24;1,03;1,41;-1,03;0,53;0,89;1,114009
20100415;0,11;0,54;-0,04;0,26;-0,18;0,22;0,083252
20100416;-1,53;0,48;-1,83;1,07;-0,24;-0,79;-1,61365
20100419;0,28;-0,88;-0,09;-0,09;0,21;-0,63;0,451132
20100420;0,88;0,76;0,56;-0,17;-0,05;0,38;0,804832
20100421;-0,06;0,7;0,2;0,46;-0,17;0,63;0,100891
20100422;0,37;0,85;0,49;-0,03;0,1;1;0,225379
20100423;0,7;0,39;0,57;-0,06;0,14;0,27;0,711353
20100426;-0,43;0,35;-0,31;0,69;0,3;0,31;-0,43065
20100427;-2,34;-0,04;-1,41;0,51;-0,66;-1,28;-2,33919
20100428;0,56;-0,6;0,74;-0,58;0,33;0,03;0,645273
20100429;1,34;0,59;0,46;-0,23;0,46;0,97;1,293319
20100430;-1,72;-1,08;-0,92;0,37;-0,54;-1,11;1,663761
20100503;1,36;0,77;0,61;-0,18;0,36;0,83;1,311053
20100504;-2,5;-0,64;-0,9;0,24;-0,2;-0,94;2,382844
20100505;-0,75;-0,82;-0,63;0;-0,49;-0,6;-0,6571
20100506;-3,27;-0,36;-0,9;0,86;-0,32;-0,88;-3,23884
20100507;-1,75;-1,37;-0,48;0,15;-0,16;-1,14;-1,53182
20100510;4,47;1,05;1,17;-0,5;0,17;2,62;4,396415
20100511;-0,17;1,13;-0,15;-0,07;0,04;0,29;0,338734
20100512;1,63;1,45;0,19;0,09;0,22;1,31;-1,37495
20100513;-1,12;0,33;-0,3;0,13;-0,16;-0,54;1,213506
20100514;-1,92;-0,35;-0,76;0,37;-0,27;-1,3;-1,88101
20100517;0,11;0,01;-0,56;0,14;0,15;-0,58;0,109947
20100518;-1,41;-0,31;-0,96;0,62;-0,29;-0,86;-1,4206
20100519;-0,63;-0,9;0,03;-0,25;0,15;-0,66;-0,51403
20100520;-3,99;-1,04;-1,16;0,53;-0,31;-1,25;-3,89858
20100521;1,44;-0,21;1,58;-0,73;0,1;1,47;1,50144
20100524;-1,19;0,22;-0,91;0,68;-0,1;0,37;1,289809
20100525;-0,03;-0,41;0,54;-0,49;0,16;0,46;-0,03639
20100526;-0,35;0,92;0,38;-0,23;0,14;0,51;0,565092
20100527;3,45;0,84;1,61;-0,37;0,72;1,99;-3,28861
20100528;-1,18;0,01;-0,63;0,3;-0,01;-0,32;1,236467
20100601;-1,89;-1,32;-1,57;0,02;-0,29;-0,34;-1,71753
20100602;2,63;0,29;0,43;-0,29;0,03;0,61;2,583267
20100603;0,54;0,64;-0,28;0,29;-0,25;0,02;-0,40614
20100604;-3,62;-1,28;-0,7;0,13;-0,26;-1,33;3,440147
20100607;-1,52;-1,17;-1,06;0,51;-0,67;-1,27;-1,3542
20100608;0,9;-1,42;0,17;-0,25;0,22;-0,33;1,096604
20100609;-0,46;0,73;-0,17;0,45;0,25;0,39;0,593162
20100610;2,95;0,48;0,9;0,13;0,37;0,95;-2,95168
20100611;0,62;0,92;0,06;-0,13;0,06;0,65;-0,43897
20100614;-0,06;0,64;0,01;0,25;0,24;0,57;0,179469
20100615;2,36;0,2;0,91;-0,28;0,1;0,45;2,348421
20100616;-0,11;-0,26;-0,32;0,04;-0,33;0,14;0,054594
20100617;0,08;-0,22;-0,46;-0,24;-0,05;0,01;0,127296
20100618;0,13;0,01;0,24;-0,21;-0,15;-0,11;0,130716
20100621;-0,47;-0,55;0;0,16;0,11;-0,19;-0,38668
20100622;-1,63;-0,47;-0,75;-0,26;-0,3;-0,6;-1,60808
20100623;-0,29;-0,01;0,23;-0,19;0,02;0,01;-0,29955
20100624;-1,65;-0,02;-0,89;-0,04;-0,21;-0,52;-1,68134
20100625;0,48;1,23;1,03;-1,15;-0,25;0,63;0,28493
20100628;-0,23;-0,11;-0,72;0,31;0,03;-0,27;0,202388
20100629;-3,23;-0,78;-1,28;0,46;-0,22;-1,95;-3,10271
20100630;-0,98;0;-0,36;0,03;-0,02;-0,36;-1,01229
20100701;-0,4;-0,37;-0,43;0,47;0,16;-0,2;-0,32505
20100702;-0,5;-0,32;-0,43;0,14;-0,36;-0,69;0,465239
20100706;0,33;-1,95;0,08;0,03;-0,46;-0,44;-0,5369
20100707;3,17;0,04;0,45;-0,74;0,9;1,53;-3,13409
20100708;1;0,55;0;0,07;0,11;0,2;-0,94227
20100709;0,81;0,67;0,58;-0,63;0,49;0,58;-0,72139
20100712;-0,11;-1,17;0,05;0,3;-0,14;-0,62;-0,07429
20100713;1,76;1,61;0,65;-0,66;0,94;0,5;-1,53889
20100714;-0,04;-0,2;-0,76;0,51;-0,3;0;0,01452
20100715;0,02;-0,86;-0,1;0,33;-0,07;-0,53;0,118616
20100716;-2,94;-0,62;-0,96;0,97;-0,7;-1,06;-2,88295
20100719;0,54;-0,2;-0,19;0,03;0,21;-0,34;0,597189
20100720;1,23;0,6;0,14;-0,04;0,5;0,56;1,140657
20100721;-1,3;-0,38;-0,42;0,28;-0,05;0,3;1,28098
20100722;2,37;1,25;0,54;-0,77;0,74;0,56;2,25033
20100723;1,05;1,4;-0,23;-0,26;0,48;0,56;-0,823
20100726;1,23;0,89;0,11;-0,52;0,25;0,12;1,119019
20100727;-0,23;-0,3;0,35;0,43;-0,34;-0,63;-0,10593
20100728;-0,82;-0,87;-0,03;0,37;-0,27;-0,09;-0,6932
20100729;-0,36;0,41;0,67;-0,2;-0,11;0,2;-0,41686
20100730;0,06;0,06;-0,22;-0,04;0,04;0,17;0,0053548
20100802;2,08;-0,53;0,15;-0,35;0,37;-0,27;2,201251
20100803;-0,55;-0,37;-0,51;0,18;-0,61;-0,14;0,478633
20100804;0,74;0,36;-0,1;-0,29;0,2;0,17;0,604109
20100805;-0,22;-0,84;0,13;0,04;0,14;-0,02;-0,12786
20100806;-0,36;-0,2;-0,35;0,1;-0,24;-0,04;-0,3714
20100809;0,62;0,61;0,05;-0,16;0,01;0,13;0,547304
20100810;-0,79;-1,25;-0,21;0,35;-0,26;0,2;-0,59774
20100811;-2,91;-1,07;-0,65;1,05;-0,57;-0,37;-2,81887
20100812;-0,5;0,02;-0,05;0,54;-0,18;-0,11;-0,53888
20100813;-0,47;-0,78;0,24;-0,17;-0,03;-0,07;-0,40336
20100816;0,1;0,88;-0,2;-0,06;0,08;0,17;0,011045
20100817;1,31;0,5;-0,18;-0,28;0,16;0,34;-1,22022
20100818;0,21;0,08;0,07;0,04;0,34;0,2;-0,14928
20100819;-1,74;-0,86;-0,42;0,38;-0,42;0,06;-1,69454
20100820;-0,28;0,23;-0,23;-0,11;-0,18;0,16;-0,3673
20100823;-0,5;-0,9;-0,44;0,26;-0,41;-0,47;-0,40503
20100824;-1,48;0,16;0,14;0,16;-0,13;-0,36;-1,45224
20100825;0,45;1,01;0;-0,2;0,01;0,06;0,327938
20100826;-0,76;-0,09;-0,26;0,13;-0,16;0,38;0,76748
20100827;1,82;0,94;0,37;-0,93;0,22;0,43;1,657677
20100830;-1,54;-0,83;-0,4;0,36;-0,33;-0,07;1,470928
20100831;0,01;-0,19;0,77;-0,47;0,26;0,48;0,038088
20100901;3,05;0,7;0,47;-0,32;0,42;0,53;2,949454
20100902;0,97;0,23;-0,31;-0,1;0,52;0,28;-0,90909
20100903;1,35;0,36;0,2;-0,25;0,19;0,15;1,320897
20100907;-1,23;-0,86;-0,74;0,47;-0,52;0,19;-1,14812
20100908;0,65;0,05;0,17;-0,35;0;0,06;0,642867
20100909;0,44;-0,4;0,55;0,01;0,02;-0,68;0,482224
20100910;0,45;-0,08;-0,13;0,17;-0,01;0,03;0,485334
20100913;1,3;1,15;0,21;-0,36;0,31;-0,18;1,112064
20100914;-0,06;-0,29;-0,52;0,24;-0,13;0,15;-0,07231
20100915;0,36;0,1;-0,23;0,21;-0,29;-0,07;0,353116
20100916;-0,07;-0,55;-0,69;0,22;-0,24;0,23;-0,03744
20100917;0,15;0,55;-0,58;0,19;-0,22;0,35;0,081692
20100920;1,6;1,13;0,23;-0,25;0,34;-0,08;1,51998
20100921;-0,31;-0,31;-0,32;0,07;-0,28;0,1;-0,25741
20100922;-0,52;-0,58;-0,53;0,61;-0,19;0,46;-0,48355
20100923;-0,78;-0,16;-0,68;0,25;-0,17;0,06;-0,83413
20100924;2,19;0,96;0,48;-0,69;0,52;0,01;2,118431
20100927;-0,46;0,19;-0,45;0,16;-0,08;0,08;-0,56774
20100928;0,58;0,53;0,1;-0,22;0,23;-0,04;0,484046
20100929;-0,17;0,65;-0,25;-0,1;0,05;-0,02;-0,25978
20100930;-0,26;0,1;0,29;-0,11;-0,01;-0,54;-0,30937
20101001;0,43;0,03;0,21;0,05;0,28;-0,29;0,44064
20101004;-0,88;-0,73;-0,07;0,03;0,02;0,4;-0,8045
20101005;2,11;0,77;0,15;-0,23;0,12;0,24;2,085137
20101006;-0,1;-0,39;0,47;0,2;0,19;-0,62;-0,0682
20101007;-0,16;0,06;-0,28;0;0,02;0,24;-0,16566
20101008;0,74;0,86;-0,13;-0,33;0,4;-0,04;0,611231
20101011;0,04;0,04;-0,22;0,35;0,01;-0,14;0,01359
20101012;0,39;0,01;0,18;-0,16;0,03;-0,28;0,380869
20101013;0,78;0,83;-0,36;-0,06;-0,06;0,06;0,711106
20101014;-0,38;0,29;-0,41;0,25;-0,18;0,83;-0,36515
20101015;0,18;-0,17;-1,28;0,6;-0,64;0,23;0,201759
20101018;0,69;0,13;0,86;-0,23;0,18;-0,84;0,723373
20101019;-1,67;-0,72;0,26;0,24;-0,16;0;-1,58873
20101020;1,06;0,1;0,09;0,15;0,3;-0,04;1,051406
20101021;0,11;-0,56;-0,51;0,49;-0,21;0,49;0,176394
20101022;0,29;0,44;-0,43;-0,21;-0,25;0,25;0,23793
20101025;0,31;0,42;-0,53;-0,08;-0,05;0,35;0,213694
20101026;0,02;-0,01;-0,18;0,32;-0,14;-0,07;0,0006869
20101027;-0,24;-0,24;-0,22;-0,41;-0,11;0,08;-0,27005
20101028;0,08;-0,59;-0,06;0,15;-0,19;0,07;0,111478
20101029;0,07;0,3;-0,11;0,12;0,15;0,15;-0,04493
20101101;-0,01;-0,67;-0,2;0,26;0,01;0,15;0,093654
20101102;0,9;1,26;-0,17;0,1;0,09;0,11;0,774933
20101103;0,38;-0,05;0,17;-0,16;0,14;0,11;0,366804
20101104;1,94;0,5;1,05;-0,83;0,88;-0,33;1,927278
20101105;0,41;-0,04;0,68;-0,34;0,49;-0,58;0,391282
20101108;-0,12;0,43;-0,48;0,25;-0,14;0,1;-0,2131
20101109;-0,78;-0,46;-0,49;0,72;-0,2;-0,27;-0,80623
20101110;0,53;0,65;0,55;-0,41;0,37;-0,08;0,436613
20101111;-0,35;-0,04;-0,08;0,17;0,2;0,29;-0,42522
20101112;-1,29;-0,47;-0,06;0,19;-0,05;-0,18;-1,18184
20101115;-0,09;0,23;0,32;-0,03;0,16;0,09;-0,12275
20101116;-1,58;-0,34;-0,15;0,35;-0,14;-0,21;-1,62154
20101117;0,07;0,3;-0,29;0,18;0,24;0,5;0,020216
20101118;1,57;0,31;-0,3;-0,28;-0,07;0,58;1,534733
20101119;0,31;0,16;-0,18;-0,12;0,13;0,55;-0,25503
20101122;-0,02;0,51;-0,94;0,13;-0,31;1,1;-0,15854
20101123;-1,38;0,5;-0,28;0,38;-0,38;0,02;-1,4294
20101124;1,59;0,62;0,03;-0,36;0,22;0,7;1,491297
20101126;-0,67;0,27;-0,35;0,21;-0,09;0,38;0,74586
20101129;-0,13;0,06;0,42;-0,13;0,12;-0,31;-0,13888
20101130;-0,59;-0,21;-0,02;-0,01;0,04;0,07;-0,60802
20101201;2,12;-0,11;0,01;-0,43;0,4;0,24;2,160704
20101202;1,23;-0,26;0,66;-0,46;0,73;-0,4;-1,28285
20101203;0,35;0,37;0,05;-0,11;0,25;0,06;0,259329
20101206;-0,03;0,74;-0,05;-0,12;0,16;0,23;-0,13083
20101207;0,1;0,36;0;-0,02;-0,09;0;0,050508
20101208;0,32;-0,45;0,62;-0,31;0,19;-0,67;0,369174
20101209;0,42;0,05;0,65;-0,4;0,51;-0,01;0,383277
20101210;0,67;0,45;0,24;-0,22;0,17;-0,28;0,599162
20101213;-0,08;-0,57;0,08;-0,18;-0,07;-0,27;0,0038371
20101214;0,09;-0,06;-0,11;0,35;-0,07;-0,47;0,090095
20101215;-0,49;0,13;-0,54;0,21;-0,11;-0,02;-0,51325
20101216;0,7;0,42;-0,11;-0,24;0,03;0,11;0,617508
20101217;0,15;0,16;-0,13;-0,32;0,25;-0,05;0,082677
20101220;0,23;0,05;0,33;-0,29;0,18;0,06;0,253842
20101221;0,68;0,39;0,74;-0,56;0,29;0,15;0,602009
20101222;0,29;-0,33;0,82;-0,21;0,21;-0,94;0,336956
20101223;-0,16;0,04;-0,32;0,18;-0,17;-0,14;-0,16544
20101227;0,08;0,26;0,44;-0,37;0,16;-0,24;0,060268
20101228;0;-0,43;0,18;-0,03;-0,13;-0,24;0,076135
20101229;0,17;0,1;-0,16;0,06;-0,08;0,25;0,099913
20101230;-0,11;0,13;-0,03;0,18;0,05;0;-0,15182
20101231;-0,1;-0,61;0,23;-0,14;0,13;-0,14;-0,02008
20110103;1,18;0,57;0,79;-0,45;0,15;-0,01;1,131484
20110104;-0,26;-1,33;0,11;-0,03;0,01;-0,59;-0,1313
20110105;0,59;0,61;0,14;-0,45;0,02;0,1;0,500709
20110106;-0,15;-0,13;-0,32;-0,09;-0,11;-0,49;-0,21229
20110107;-0,21;-0,25;-0,3;0,19;-0,16;0,35;-0,18448
20110110;-0,02;0,5;-0,15;-0,39;0,07;0,7;-0,13763
20110111;0,39;0,1;0,22;-0,31;0,08;-0,24;0,372514
20110112;0,87;-0,05;0,26;-0,4;0,32;-0,34;0,90076
20110113;-0,17;0,13;-0,38;0,49;0,09;0,3;-0,17108
20110114;0,69;0,04;0,49;-0,65;0,13;-0,2;0,738456
20110118;0,18;-0,02;-0,41;0,32;-0,15;-0,35;0,137639
20110119;-1,24;-1,34;-0,54;0,98;-0,46;-0,13;-1,01157
20110120;-0,3;-0,95;0,76;0,57;0,37;-1,21;-0,12949
20110121;0,11;-0,84;0,56;-0,16;0,33;-0,14;0,241357
20110124;0,65;0,2;-0,22;-0,2;0,34;0,19;0,583629
20110125;0,02;0;0,1;0,31;-0,09;-0,15;0,026339
20110126;0,6;1,33;-0,22;-0,32;0,1;1,24;0,422095
20110127;0,26;-0,04;0,28;-0,04;0;0,02;0,224428
20110128;-1,88;-0,82;-0,03;0,07;-0,38;-0,16;-1,78525
20110131;0,71;0;-0,28;-0,32;0,05;0,64;0,766254
20110201;1,75;0,56;0,53;-0,37;0,18;0,52;1,668362
20110202;-0,26;-0,13;-0,39;-0,09;-0,06;-0,01;-0,27326
20110203;0,26;-0,01;-0,1;0,13;0,3;0,07;0,234424
20110204;0,29;-0,01;-0,57;-0,18;-0,01;0,08;0,287425
20110207;0,7;0,31;0,59;-0,32;0,25;0,22;0,623013
20110208;0,48;0,23;0;0,12;0,09;0,11;0,417483
20110209;-0,31;-0,19;-0,09;0,38;-0,15;-0,04;-0,27958
20110210;0,12;0,33;-0,3;-0,19;0,12;0,76;0,07395
20110211;0,67;0,4;0,51;-0,35;0,38;0,46;0,549735
20110214;0,3;0,24;-0,15;-0,16;-0,07;0,51;0,237498
20110215;-0,38;-0,3;0,3;0,21;-0,13;-0,29;-0,3245
20110216;0,68;0,4;0,26;-0,11;0,29;0,1;0,624748
20110217;0,37;0,36;0,21;-0,47;0,29;0,13;0,306561
20110218;0,12;-0,12;-0,03;0,17;0,05;-0,52;0,191476
20110222;-2,19;-0,49;-0,35;0,77;-0,55;-0,81;-2,05385
20110223;-0,78;-1,1;0,4;-0,11;-0,22;-0,25;-0,6122
20110224;0,04;0,64;-0,32;-0,24;-0,16;0,44;-0,10043
20110225;1,22;0,98;0,22;-0,75;0,48;0,65;1,054049
20110228;0,42;-0,4;0,27;-0,2;-0,2;-0,24;0,555111
20110301;-1,58;-0,28;-0,06;0,43;-0,49;-0,23;-1,57397
20110302;0,28;0,27;-0,23;-0,1;0,19;0,51;0,161521
20110303;1,76;0,47;-0,04;-0,34;0,14;0,81;1,721898
20110304;-0,67;0,27;-0,53;0,15;-0,21;0,35;-0,73781
20110307;-0,96;-0,63;0,12;0,38;-0,26;-0,32;-0,83412
20110308;0,97;0,53;0,67;-0,05;0,3;-0,41;0,892278
20110309;-0,17;-0,2;0,32;0,55;-0,24;-0,88;-0,13618
20110310;-1,93;-0,72;-0,31;0,73;-0,57;-0,77;-1,88709
20110311;0,69;-0,36;0,14;-0,38;0,22;0,32;0,708048
20110314;-0,59;0,07;-0,4;0,14;-0,02;0,29;-0,60493
20110315;-1,05;0,27;-0,14;0,37;0;0,25;-1,12003
20110316;-1,77;0,64;-0,07;-0,05;0,2;-0,06;-1,9495
20110317;1,12;-0,74;0,58;-0,29;0,12;0,58;1,339826
20110318;0,49;0,59;0,22;0,03;0,34;-0,47;0,430236
20110321;1,58;0,86;-0,26;-0,4;0,01;1,26;1,499375
20110322;-0,34;-0,08;-0,05;0,12;-0,2;-0,16;-0,35506
20110323;0,31;0,12;-0,4;0,04;0,1;0,49;0,291396
20110324;0,96;-0,2;-0,42;-0,24;0,36;0,29;0,934075
20110325;0,41;0,48;-0,04;0,11;0,05;0,62;0,316113
20110328;-0,35;0,08;-0,18;0,34;-0,16;-0,15;-0,27478
20110329;0,74;0,23;-0,19;-0,24;0,15;0,54;0,706004
20110330;0,79;0,45;0,08;-0,02;0,1;0,24;0,668465
20110331;-0,11;0,56;-0,3;0,13;-0,08;0,21;-0,18295
20110401;0,52;-0,08;0,24;0,13;0,07;0;0,496293
20110404;0,09;0,23;-0,11;0,15;-0,07;0,15;0,034524
20110405;0,08;0,47;-0,2;0,1;0,28;-0,06;-0,01801
20110406;0,21;-0,16;0,6;-0,12;0,21;-1,2;0,218365
20110407;-0,2;-0,22;-0,16;0,2;-0,13;-0,09;-0,152
20110408;-0,47;-0,53;-0,27;0,04;-0,21;0,1;-0,40045
20110411;-0,39;-0,63;-0,11;0,45;-0,24;-0,56;-0,27933
20110412;-0,84;-0,66;0,02;0,55;-0,19;-0,7;-0,77768
20110413;0,11;0,09;-0,69;-0,08;-0,14;0,93;0,019024
20110414;0;0,34;-0,35;-0,07;-0,19;0,28;0,0083688
20110415;0,44;0,53;-0,06;-0,03;0,29;0,21;0,392539
20110418;-1,15;-0,41;-0,35;0,31;-0,3;-0,37;-1,10178
20110419;0,5;-0,35;-0,16;0,02;0,24;0,35;0,573119
20110420;1,45;0,51;-0,61;-0,35;0,09;0,69;1,351495
20110421;0,56;0,31;-0,05;-0,08;0,07;0,78;0,527677
20110425;-0,16;-0,06;-0,04;0,07;-0,29;-0,17;-0,15927
20110426;0,89;0,08;-0,04;-0,22;0,42;-0,38;0,897959
20110427;0,66;-0,06;-0,23;0,2;-0,3;-0,11;0,624981
20110428;0,32;-0,09;0,12;0;-0,24;-0,28;0,355546
20110429;0,29;0,2;-0,05;-0,24;-0,15;0,67;0,230066
20110502;-0,28;-0,89;-0,14;0,41;-0,32;-0,67;-0,17527
20110503;-0,5;-0,93;0,44;0,5;-0,04;-1,39;-0,33793
20110504;-0,74;-0,56;-0,15;0,54;-0,29;-0,87;-0,68553
20110505;-0,82;0,48;-0,34;0,33;0,22;-0,29;-0,90699
20110506;0,46;0,07;-0,17;-0,26;-0,11;0,55;0,381994
20110509;0,55;0,66;-0,43;-0,06;-0,05;1,2;0,45441
20110510;0,86;0,67;0,24;0,01;-0,05;0,06;0,807404
20110511;-1,09;-0,64;-0,44;0,73;-0,42;-1,11;-1,11114
20110512;0,52;0,3;-0,43;0,09;-0,07;-0,24;0,489539
20110513;-0,88;-0,48;-0,32;0,25;-0,21;-0,06;-0,80673
20110516;-0,76;-0,96;0,44;0,18;0,04;-0,73;-0,62044
20110517;-0,11;-0,4;0,12;0,08;-0,29;-0,46;-0,03686
20110518;1,02;0,64;-0,3;-0,31;0,24;1,17;0,880374
20110519;0,22;0;-0,12;0,19;-0,08;0,28;0,2178
20110520;-0,73;0,04;-0,21;-0,19;-0,03;0,29;-0,76883
20110523;-1,29;-0,53;0,01;0,34;-0,31;-0,6;-1,19256
20110524;-0,14;-0,28;0;0,07;-0,01;0,34;-0,08274
20110525;0,45;0,98;-0,36;-0,45;0,16;1,19;0,318321
20110526;0,52;0,67;-0,15;-0,08;0,02;0,52;0,395314
20110527;0,49;0,2;0,23;-0,16;0,12;0,1;0,408089
20110531;1,04;0,37;-0,06;-0,18;-0,04;0,26;1,059274
20110601;-2,33;-0,73;-0,26;0,61;-0,69;-0,25;-2,27847
20110602;-0,1;-0,01;0,13;-0,42;-0,07;0,07;-0,12248
20110603;-1,1;-0,5;0,18;0,18;-0,06;-0,16;-0,97339
20110606;-1,18;-0,37;-0,32;0,53;-0,21;-0,69;-1,07602
20110607;-0,04;0,31;-0,12;-0,1;-0,06;0,52;-0,09563
20110608;-0,54;-0,67;0,04;0,52;-0,36;-0,26;-0,4187
20110609;0,75;0;0,01;0,05;0,15;0,46;0,737754
20110610;-1,37;-0,18;0,44;-0,07;-0,1;-0,62;1,397983
20110613;0,01;-0,44;0,36;0,36;-0,46;-0,61;0,066878
20110614;1,36;0,97;-0,39;0,13;0,32;0,93;1,261175
20110615;-1,72;-0,02;-0,15;0,36;-0,28;-0,45;1,743188
20110616;0,12;0,01;0,43;0,39;-0,13;-0,82;0,175436
20110617;0,25;-0,37;0,65;-0,01;0,18;-0,23;0,304503
20110620;0,58;0,36;-0,09;0,13;-0,04;0,5;0,53952
20110621;1,52;0,94;-0,39;-0,3;0,16;1,2;1,342345
20110622;-0,62;-0,1;0,07;-0,06;0,12;0,22;0,646845
20110623;-0,14;0,58;-0,83;0,24;-0,07;0,54;-0,2828
20110624;-1,1;0,49;0,12;0,09;-0,26;-0,33;-1,17257
20110627;0,89;0,09;-0,04;0,21;-0,3;0,22;0,918444
20110628;1,36;0,4;-0,53;-0,16;-0,03;1,23;1,29443
20110629;0,77;-0,62;0,66;-0,38;0,39;-0,02;0,828276
20110630;0,99;0,09;-0,24;0,04;0,31;0,39;1,011924
20110701;1,45;-0,01;0,14;0,03;0,14;0,35;1,440968
20110705;-0,08;0,17;-0,84;0,41;-0,52;1,21;-0,13361
20110706;0,18;0,34;-0,56;0,24;0;0,34;0,100158
20110707;1,1;0,48;0,09;-0,17;-0,34;-0,26;1,045385
20110708;-0,67;-0,02;-0,42;0,32;-0,12;0,36;-0,69612
20110711;-1,91;-0,14;-0,28;0,71;0,04;-0,15;-1,80905
20110712;-0,45;0,05;0,45;0,09;0,24;-0,59;-0,44335
20110713;0,45;0,54;-0,12;-0,19;-0,17;0,33;0,310587
20110714;-0,82;-0,78;0,12;0,21;0,17;-0,2;-0,67161
20110715;0,58;0,05;-0,52;0,13;-0,66;0,54;0,555441
20110718;-0,94;-0,59;-0,37;0,57;-0,37;0,32;-0,81298
20110719;1,72;0,55;-0,67;0,19;-0,32;0,45;1,630868
20110720;-0,1;-0,21;0,73;-0,08;0,44;-0,59;-0,06708
20110721;1,29;-0,3;1,06;-0,43;0,3;-0,51;1,354613
20110722;0,1;-0,14;-0,74;-0,07;-0,63;0,28;0,090787
20110725;-0,68;-0,54;0,09;0,25;-0,14;-0,16;-0,5643
20110726;-0,47;-0,34;0,15;0,05;-0,17;-0,57;-0,41049
20110727;-2,16;-0,73;0,43;0,57;0,35;-0,66;-2,03087
20110728;-0,31;0,12;-0,12;-0,14;-0,38;0,13;-0,3234
20110729;-0,56;0,22;0,11;-0,22;0,25;0,12;-0,64505
20110801;-0,4;-0,13;0,21;0,02;-0,07;0,02;-0,41322
20110802;-2,68;-0,5;0,15;0,17;-0,21;-0,87;-2,55567
20110803;0,58;0,24;-0,33;0,21;-0,23;-0,07;0,501575
20110804;-5,04;-0,8;0,31;0,87;0,05;-1,41;-4,78204
20110805;-0,36;-1,2;-0,45;1,04;0,17;-0,54;-0,0575
20110808;-6,97;-1,57;-1,56;1,67;-0,35;-1,11;-6,66344
20110809;4,97;0,96;0,65;-1,66;-0,03;1,61;4,740679
20110810;-4,3;-0,61;-1,49;1,42;-0,44;1,48;4,415239
20110811;4,72;0,35;0,61;-0,76;-0,11;0,58;4,629002
20110812;0,54;-0,29;-1,47;0,54;-0,3;1,15;-0,52616
20110815;2,25;0,46;0,98;-1,09;0,26;-0,23;2,178468
20110816;-1,07;-0,79;-0,1;0,6;0,37;-0,71;0,973856
20110817;-0,01;-0,27;0,71;-0,09;0,45;-0,63;0,094738
20110818;-4,65;-0,99;0,58;0,82;0,47;-2;-4,45937
20110819;-1,55;0,12;-0,37;0,18;0,11;-0,6;-1,5009
